"Case Number","Incident Datetime","Incident ID","Incident Type Primary","Incident Description","Parent Incident Type","Hour of Day","Day of Week","Address","City","State","Location","Latitude","Longitude","Created At","updated_at","zip_code","neighborhood","Council District","Council District 2011","Census Tract","Census Block Group","Census Block","2010 Census Tract ","2010 Census Block Group","2010 Census Block","Police District","TRACTCE20","GEOID20_tract","GEOID20_blockgroup","GEOID20_block"
"25-2800477","2025 Oct 07 11:34:00 AM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","11","Tuesday","GENESEE ST & BURGARD PL","Buffalo","NY","POINT (-78.815 42.912)","42.912","-78.815","2025 Oct 07 11:35:00 AM",,"14211","Genesee-Moselle","LOVEJOY","LOVEJOY","37","4","4010","37","3","3004","District C","003700","36029003700","360290037004","360290037004010"
"25-2800518","2025 Oct 07 12:05:53 PM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","12","Tuesday","2600 Block MAIN ST","Buffalo","NY","POINT (-78.838 42.94)","42.94","-78.838","2025 Oct 07 12:06:53 PM",,"14214","Fillmore-Leroy","MASTEN","MASTEN","40.02","2","2000","40.01","5","5000","District E","004002","36029004002","360290040022","360290040022000"
"25-2800532","2025 Oct 07 12:18:16 PM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","12","Tuesday","0 Block URBAN ST","Buffalo","NY","POINT (-78.836 42.91)","42.91","-78.836","2025 Oct 07 12:19:16 PM",,"14211","MLK Park","MASTEN","MASTEN","35.02","2","2000","35","4","4000","District C","003502","36029003502","360290035022","360290035022000"
"25-2800556","2025 Oct 07 12:36:47 PM",,"ASSAULT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Assault","12","Tuesday","200 Block COMSTOCK AV","Buffalo","NY","POINT (-78.818 42.942)","42.942","-78.818","2025 Oct 07 12:37:47 PM",,"14215","University Heights","UNIVERSITY","UNIVERSITY","47.01","2","2002","47","3","3002","District E","004701","36029004701","360290047012","360290047012002"
"25-2810231","2025 Oct 07 01:00:00 PM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","7","Wednesday","400 Block W FERRY ST","Buffalo","NY","POINT (-78.885 42.916)","42.916","-78.885","2025 Oct 08 07:36:00 AM",,"14213","Elmwood Bidwell","NIAGARA","NIAGARA","65.01","3","3005","65.01","3","3005","District D","006501","36029006501","360290065013","360290065013005"
"25-2800652","2025 Oct 07 01:49:08 PM",,"UUV","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft of Vehicle","13","Tuesday","300 Block SPRING ST","Buffalo","NY",,,,"2025 Oct 07 01:50:08 PM",,"14203","Central","SOUTH","SOUTH","5","1","1108","14.02","1","3012","District A","000500","36029000500","360290005001","360290165001108"
"25-2800679","2025 Oct 07 02:05:07 PM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","14","Tuesday","2000 Block GENESEE ST","Buffalo","NY","POINT (-78.807 42.915)","42.915","-78.807","2025 Oct 07 02:06:07 PM",,"14211","Schiller Park","LOVEJOY","LOVEJOY","37","2","2001","37","2","2001","District C","003700","36029003700","360290037002","360290037002001"
"25-2800710","2025 Oct 07 02:51:41 PM",,"BURGLARY","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Breaking & Entering","14","Tuesday","0 Block LANGMEYER AV","Buffalo","NY","POINT (-78.816 42.925)","42.925","-78.816","2025 Oct 07 02:52:41 PM",,"14215","Kenfield","LOVEJOY","LOVEJOY","41","1","1005","41","1","1005","District E","004100","36029004100","360290041001","360290041001005"
"25-2800751","2025 Oct 07 03:34:00 PM",,"ROBBERY","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Robbery","15","Tuesday","1400 Block KENSINGTON AV","Buffalo","NY",,,,"2025 Oct 07 03:35:00 PM",,"14201","Kensington-Bailey","UNIVERSITY","MASTEN","5","1","1007","71.02","1","6006","District E","000500","36029000500","360290005001","360290025021007"
"25-2800851","2025 Oct 07 03:45:00 PM",,"UUV","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft of Vehicle","17","Tuesday","300 Block ASHLAND AV","Buffalo","NY","POINT (-78.879 42.914)","42.914","-78.879","2025 Oct 07 05:21:00 PM",,"14222","Elmwood Bryant","NIAGARA","NIAGARA","66.01","2","2005","66.01","2","2005","District B","006601","36029006601","360290066012","360290066012005"
"25-2800766","2025 Oct 07 03:53:46 PM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","15","Tuesday","0 Block SEYMOUR KNOX PA","Buffalo","NY","POINT (-78.876 42.875)","42.875","-78.876","2025 Oct 07 03:54:46 PM",,"14203","Central","FILLMORE","FILLMORE","165","1","1101","165","1","1140","District B","016500","36029016500","360290165001","360290165001101"
"25-2820176","2025 Oct 07 04:00:51 PM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","7","Thursday","100 Block ASHLAND AV","Buffalo","NY","POINT (-78.878 42.908)","42.908","-78.878","2025 Oct 09 07:15:51 AM",,"14222","Elmwood Bryant","ELLICOTT","NIAGARA","67.01","2","2004","67.01","3","3004","District B","006701","36029006701","360290067012","360290067012004"
"25-2800834","2025 Oct 07 04:56:32 PM",,"UUV","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft of Vehicle","16","Tuesday","0 Block S ELMWOOD AV","Buffalo","NY","POINT (-78.881 42.886)","42.886","-78.881","2025 Oct 07 04:57:32 PM",,"14202","Lower West Side","FILLMORE","FILLMORE","71.02","1","1006","71.02","1","1008","District B","007102","36029007102","360290071021","360290071021006"
"25-2800839","2025 Oct 07 05:04:42 PM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","17","Tuesday","300 Block DINGENS ST","Buffalo","NY","POINT (-78.802 42.879)","42.879","-78.802","2025 Oct 07 05:05:42 PM",,"14206","Lovejoy","LOVEJOY","LOVEJOY","167","3","3005","167","3","3004","District A","016700","36029016700","360290167003","360290167003005"
"25-2800849","2025 Oct 07 05:17:20 PM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","17","Tuesday","2600 Block DELAWARE AV","Buffalo","NY","POINT (-78.87 42.956)","42.956","-78.87","2025 Oct 07 05:18:20 PM",,"14216","North Park","NORTH","NORTH","50","3","3004","50","3","3007","District D","005000","36029005000","360290050003","360290050003004"
"25-2800857","2025 Oct 07 05:22:08 PM",,"UUV","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft of Vehicle","17","Tuesday","W SENECA ST & PEARL ST","Buffalo","NY","POINT (-78.877 42.881)","42.881","-78.877","2025 Oct 07 05:23:08 PM",,"14202","Central","FILLMORE","FILLMORE","165","1","1073","165","1","1116","District B","016500","36029016500","360290165001","360290165001073"
"25-2800866","2025 Oct 07 05:24:49 PM",,"ROBBERY","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Robbery","17","Tuesday","300 Block HERTEL AV","Buffalo","NY","POINT (-78.894 42.946)","42.946","-78.894","2025 Oct 07 05:24:49 PM",,"14207","West Hertel","NORTH","NORTH","56","4","4005","56","4","4005","District D","005600","36029005600","360290056004","360290056004005"
"25-2810278","2025 Oct 07 06:00:00 PM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","8","Wednesday","200 Block HASTINGS AV","Buffalo","NY","POINT (-78.805 42.936)","42.936","-78.805","2025 Oct 08 08:31:00 AM",,"14215","Kensington-Bailey","UNIVERSITY","UNIVERSITY","44.01","3","3002","44.01","3","3002","District E","004401","36029004401","360290044013","360290044013002"
"25-2800943","2025 Oct 07 06:26:46 PM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","18","Tuesday","200 Block ELMWOOD AV","Buffalo","NY","POINT (-78.876 42.904)","42.904","-78.876","2025 Oct 07 06:27:46 PM",,"14222","Elmwood Bryant","FILLMORE","ELLICOTT","67.02","4","4001","67.02","2","2002","District B","006702","36029006702","360290067024","360290067024001"
"25-2811011","2025 Oct 07 06:54:00 PM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","18","Wednesday","1100 Block KENMORE AV","Buffalo","NY","POINT (-78.861 42.958)","42.958","-78.861","2025 Oct 08 06:55:39 PM",,"14216","North Park","DELAWARE","DELAWARE","51","3","3000","51","3","3000","District D","005100","36029005100","360290051003","360290051003000"
"25-2800985","2025 Oct 07 07:18:33 PM",,"ASSAULT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Assault","19","Tuesday","MAIN ST & WINSPEAR AV","Buffalo","NY","POINT (-78.826 42.951)","42.951","-78.826","2025 Oct 07 07:19:33 PM",,"14214","University Heights","UNIVERSITY","UNIVERSITY","46.01","3","3006","46.01","4","4006","District E","004601","36029004601","360290046013","360290046013006"
"25-2800995","2025 Oct 07 07:25:01 PM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","19","Tuesday","300 Block DINGENS ST","Buffalo","NY","POINT (-78.802 42.879)","42.879","-78.802","2025 Oct 07 07:26:01 PM",,"14206","Lovejoy","LOVEJOY","LOVEJOY","167","3","3005","167","3","3004","District A","016700","36029016700","360290167003","360290167003005"
"25-2810326","2025 Oct 07 10:00:23 PM",,"UUV","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft of Vehicle","9","Wednesday","800 Block HERTEL AV","Buffalo","NY","POINT (-78.876 42.948)","42.948","-78.876","2025 Oct 08 09:17:23 AM",,"14216","North Park","NORTH","NORTH","50","3","3005","50","3","3010","District D","005000","36029005000","360290050003","360290050003005"
